"","soil.pCO2","soil.d13C","soil.R14C","cave.pCO2","gas.volume","d13C","d44Ca","MgCa","DCP","ts"
"764",1030,-18.9,95,500,500,-6.3505385077488,-0.354609415315066,1.42843340442129,9.46345693477355,13461
"765",1280,-19.8,100,500,200,-6.93506062091442,-0.276302462685618,1.51984349172609,9.45926082562874,13461
"766",1280,-19.8,100,500,250,-6.91876842843653,-0.272306155004509,1.52467233534132,7.77862989607456,13461
"767",1280,-19.8,100,500,300,-6.90790380781803,-0.269633253775048,1.52791161501357,6.60520234874049,13461
"768",1280,-19.8,95,500,350,-6.8048205353376,-0.242726064373366,1.56083014563049,10.452723575977,13461
"769",1280,-19.8,100,500,350,-6.80482053532649,-0.242726064378695,1.56083014561628,5.73958064968337,13461
"770",1280,-19.8,95,500,400,-6.79863148800064,-0.241220561592592,1.56269820713414,9.82112206864673,13461
"771",1280,-19.8,100,500,400,-6.79863148791182,-0.241220561717603,1.56269820699797,5.07473580900197,13461
"772",1280,-19.8,95,500,450,-6.79405251963516,-0.24004833335356,1.56415444672055,9.32081059923385,13461
"773",1280,-19.8,95,500,500,-6.7902137617134,-0.239109884694888,1.56532134484351,8.91471512311861,13461
"774",1530,-20.41,100,500,200,-7.16175800404917,-0.187151455530721,1.63124018096286,8.55673189068931,13461
"775",1530,-20.41,100,500,250,-7.15446754804694,-0.183053252044485,1.63657462736057,7.01909409919496,13461
"776",1530,-20.41,95,500,300,-7.14990628387824,-0.180313912438335,1.64015095458623,10.6523773129515,13461
"777",1530,-20.41,100,500,300,-7.14990628382262,-0.180313912527263,1.64015095447855,5.95014248601251,13461
"778",1530,-20.41,95,500,350,-7.05185074577797,-0.153255231822191,1.67569675927714,9.90554158300643,13461
"779",1530,-20.41,100,500,350,-7.05185074577275,-0.15325523175802,1.67569675934569,5.16400197774165,13461
"780",1530,-20.41,95,500,400,-7.0497480623104,-0.151727454705597,1.67773880835307,9.33323860582349,13461
"781",1530,-20.41,95,500,450,-7.04753607325848,-0.15053819869415,1.67933026201097,8.88070019335338,13461
"782",1530,-20.41,95,500,500,-7.04589598987004,-0.149586136846014,1.68060548746255,8.51389911997606,13461
"783",1780,-20.85,100,500,150,-7.35096211937958,-0.131672045815434,1.70479796722159,10.0828038567542,13461
"784",1780,-20.85,100,500,200,-7.25242935526171,-0.0996795036718456,1.74862436364752,7.84979346434337,13461
"785",1780,-20.85,100,500,250,-7.25058004191692,-0.0955280527674685,1.75443291274118,6.42667955261846,13461
"786",1780,-20.85,95,500,300,-7.24984558086128,-0.0927544114794898,1.75832532889374,10.168962269329,13461
"787",1780,-20.85,100,500,300,-7.24984558087804,-0.0927544114862622,1.75832532888256,5.44066200869006,13461
"788",1780,-20.85,95,500,350,-7.24926579119278,-0.0907702023805745,1.76111562484767,9.48170539593153,13461
"789",1780,-20.85,95,500,400,-7.24901591474836,-0.0892798514556814,1.76321459144939,8.95598602258775,13461
"790",1780,-20.85,95,500,450,-7.24906831697547,-0.0881205520650852,1.76484918084758,8.54084958186736,13461
"791",1780,-20.85,95,500,500,-7.24923243130382,-0.0871923086228632,1.76615917071353,8.20472999883702,13461
"792",530,-14.53,100,180,450,-1.69399380731239,-0.206057828179396,1.60686795684583,7.63360485839613,15390
"793",530,-14.53,100,180,500,-1.65069853703137,-0.204195589551537,1.6092217648309,6.94469594719687,15390
"794",780,-17.41,100,180,350,-3.72181445969533,-0.0278262946100671,1.84933450980932,7.65924210326707,15390
"795",780,-17.41,100,180,400,-3.69028621320833,-0.0249471339697216,1.85354531523883,6.79400706551192,15390
"796",780,-17.41,100,180,450,-3.66515965438552,-0.0227057415025378,1.8568303595451,6.10454219840127,15390
"797",780,-17.41,100,180,500,-3.59369072163618,-0.00743144519643746,1.87934749261783,5.5422474365284,15390
"798",780,-17.41,100,500,350,-5.52849391058952,-0.494976620035503,1.27840415723898,7.65924210326707,24990
"799",780,-17.41,100,500,400,-5.50350547941214,-0.493920195089426,1.27945962704314,6.79400706551192,24990
"800",780,-17.41,100,500,450,-5.48357698835444,-0.493096588646713,1.28028327621697,6.10454219840127,24990
"801",1280,-19.8,100,500,250,-7.86939601722048,-0.268179864129636,1.79795739404038,7.07572251181975,7926
"802",1280,-19.8,100,500,300,-7.88407264174573,-0.265726888032614,1.80145743431054,5.99721765377171,7926
"803",1530,-20.41,100,1000,200,-9.24393541329327,-0.507568198217179,1.48863897045905,7.79278844126656,7926
"804",1530,-20.41,100,1000,250,-9.27647040282786,-0.506006793085656,1.49048310824142,6.3767016661917,7926
"805",1530,-20.41,100,1000,300,-9.29920810352192,-0.504961970181017,1.49171879994298,5.39639545713665,7926
"806",1530,-20.41,100,1000,350,-9.20477993063917,-0.471859821370213,1.53127664986391,4.67759107197834,7926
"807",1780,-20.85,100,1000,200,-9.39551542708927,-0.42509171506544,1.58906498896306,7.14059004647932,7926
"808",1780,-20.85,100,1000,250,-9.4292599432928,-0.423137599540269,1.59154122439714,5.83261002943849,7926
"809",1780,-20.85,100,1000,300,-9.45298004754969,-0.421830790723332,1.59319978012116,4.92991926475618,7926
"810",1780,-20.85,95,1000,500,-9.50274495007664,-0.419208558937734,1.5965340603881,7.8943628810602,7926
"811",2280,-21.43,100,1000,200,-9.51600791383811,-0.288411070320183,1.77097432626968,6.17941507114413,7926
"812",2280,-21.43,100,1500,200,-10.2540745526495,-0.505462671471446,1.49137270450216,6.17941507114413,7926
"813",2280,-21.43,100,1000,250,-9.55021263362377,-0.286085312318551,1.77427608100611,5.03445103630895,7926
"814",2280,-21.43,100,1500,250,-10.2920665155473,-0.504294297892005,1.49276718656488,5.03445103630895,7926
"815",2280,-21.43,95,1000,450,-9.6147209191525,-0.281935586167514,1.78018448116522,7.74859098728168,7926
"816",2280,-21.43,95,1500,450,-10.2237426288809,-0.461392519282677,1.54444905214175,7.74859098728168,7926
"817",2280,-21.43,95,1000,500,-9.623124036512,-0.281415525450801,1.78092650915836,7.48480216391166,7926
"818",2280,-21.43,95,1500,500,-10.2328305027404,-0.461078922865843,1.54483715443483,7.48480216391166,7926
"819",2780,-21.81,100,1500,150,-10.2261733357779,-0.402637528148175,1.6183910743644,7.1368442262235,7926
"820",2780,-21.81,100,1500,200,-10.2835351379427,-0.400122895513166,1.62166789738803,5.49689730047755,7926
"821",2780,-21.81,95,1500,400,-10.3766856338471,-0.396328993165218,1.62662694162388,7.72303927635427,7926
"822",2780,-21.81,95,1500,450,-10.3876702848887,-0.395905859630785,1.62718115901608,7.43254672029993,7926
"823",2780,-21.81,95,1500,500,-10.396188604768,-0.395567034835342,1.62762511465779,7.19821649589324,7926
"824",3280,-22.07,100,1500,150,-10.2795295692157,-0.336359380015305,1.70627402013019,6.48145806217448,7926
"825",3280,-22.07,100,1500,200,-10.1968636700907,-0.292826826473469,1.76626501106841,4.98085120089878,7926
"826",3280,-22.07,95,1500,350,-10.2713459509581,-0.289057442419693,1.77164865111247,7.79385676105143,7926
"827",3280,-22.07,95,1500,400,-10.2846800926935,-0.2884274328252,1.77255030726981,7.45869238736094,7926
"828",3280,-22.07,95,1500,450,-10.2947254896065,-0.287937056227761,1.77325248890296,7.19550848987467,7926
"829",3280,-22.07,95,1500,500,-10.3031085925654,-0.287544657887606,1.77381460503336,6.98336664594783,7926
"830",3780,-22.26,100,1500,150,-10.2589617007746,-0.269689053487232,1.79961128030787,5.96440991804879,7926
"831",3780,-22.26,100,2000,200,-10.6091147309324,-0.355402660552895,1.68130159970953,4.57560209777538,7926
"832",3780,-22.26,95,2000,300,-10.6660695788559,-0.353133895521052,1.68439660779645,7.96665344663198,7926
"833",4780,-22.53,100,2000,100,-10.4689169732024,-0.275975034441323,1.79186745638275,7.49294933381897,7926
"834",4780,-22.53,100,2000,150,-10.5617624518294,-0.271389840800662,1.79856945753469,5.191505469624,7926
"835",4780,-22.53,95,2000,300,-10.6636605236402,-0.266772400136839,1.80534815768454,7.56892114324996,7926
"836",1280,-19.8,100,1000,350,-8.9934902181541,-0.58379231947292,1.40158335984149,5.20419586047207,8558
"837",1280,-19.8,100,1000,400,-9.00502728326369,-0.583413707854974,1.40200009628612,4.59658334112292,8558
"838",1530,-20.41,100,1000,250,-9.27647040282786,-0.506006793085656,1.49048310824142,6.3767016661917,8558
"839",1530,-20.41,100,1000,300,-9.29920810352192,-0.504961970181017,1.49171879994298,5.39639545713665,8558
"840",1530,-20.41,100,1000,350,-9.20477993063917,-0.471859821370213,1.53127664986391,4.67759107197834,8558
"841",1780,-20.85,100,1000,250,-9.4292599432928,-0.423137599540269,1.59154122439714,5.83261002943849,8558
"842",1780,-20.85,100,1500,250,-10.0482292774702,-0.603369349035265,1.37990626110001,5.83261002943849,8558
"843",1780,-20.85,100,1000,300,-9.45298004754969,-0.421830790723332,1.59319978012116,4.92991926475618,8558
"844",1780,-20.85,100,1500,300,-10.0746346133005,-0.602913591248644,1.3804019260279,4.92991926475618,8558
"845",1780,-20.85,100,1000,350,-9.47034203889907,-0.420895709744795,1.59438781890478,4.26945508693382,8558
"846",1780,-20.85,100,1500,350,-10.0940515036917,-0.602587283935807,1.38075702046484,4.26945508693382,8558
"847",2280,-21.43,100,1500,200,-10.2540745526495,-0.505462671471446,1.49137270450216,6.17941507114413,8558
"848",2280,-21.43,100,2000,200,-10.7100761985873,-0.638279865579405,1.34209326520146,6.17941507114413,8558
"849",2280,-21.43,100,1500,250,-10.2920665155473,-0.504294297892005,1.49276718656488,5.03445103630895,8558
"850",2280,-21.43,100,2000,250,-10.7508307605303,-0.637938352502476,1.34245197722899,5.03445103630895,8558
"851",2280,-21.43,100,1500,300,-10.1795484907066,-0.462956755397981,1.54251502440383,4.24781055573764,8558
"852",2280,-21.43,100,2000,300,-10.6169642467315,-0.590694673310965,1.39382015744999,4.24781055573764,8558
"853",2780,-21.81,100,1500,200,-10.2835351379427,-0.400122895513166,1.62166789738803,5.49689730047755,8558
"854",2780,-21.81,100,2000,200,-10.7337845315789,-0.532302286765263,1.46011150997347,5.49689730047755,8558
"855",2780,-21.81,100,2500,200,-11.0775962339319,-0.632574787532425,1.34812636959406,5.49689730047755,8558
"856",2780,-21.81,100,1500,250,-10.3199311738377,-0.398608461942174,1.62364523237616,4.47028507370938,8558
"857",2780,-21.81,100,2000,250,-10.7722607135434,-0.531435636404121,1.46112804850813,4.47028507370938,8558
"858",2780,-21.81,100,2500,250,-11.1177752035014,-0.63224961021191,1.34847278597579,4.47028507370938,8558
"859",3280,-22.07,100,2000,200,-10.7922404735915,-0.46884817048698,1.53591479276598,4.98085120089878,8558
"860",3280,-22.07,100,2500,200,-11.1424188935984,-0.571541832516953,1.41533954299682,4.98085120089878,8558
"861",3280,-22.07,100,3000,200,-11.3341262942799,-0.627482588287598,1.35358133119479,4.98085120089878,8558
"862",3780,-22.26,100,2000,150,-10.7148926897787,-0.405065470576838,1.61616994299755,5.96440991804879,8558
"863",3780,-22.26,100,2500,150,-11.0637011060502,-0.507880400220317,1.48915443780231,5.96440991804879,8558
"864",3780,-22.26,100,3000,150,-11.2545708991736,-0.563868546519464,1.42412388192788,5.96440991804879,8558
"865",3780,-22.26,100,3500,150,-11.4580513607641,-0.623367827164545,1.35803502883911,5.96440991804879,8558
"866",3780,-22.26,100,2000,200,-10.6091147309324,-0.355402660552895,1.68130159970953,4.57560209777538,8558
"867",3780,-22.26,100,2500,200,-10.9405608943115,-0.453393667988911,1.55524331217828,4.57560209777538,8558
"868",3780,-22.26,100,3000,200,-11.3131893936714,-0.562946701226918,1.42518542770596,4.57560209777538,8558
"869",3780,-22.26,100,3500,200,-11.5179740036311,-0.622872962263044,1.35857334117,4.57560209777538,8558
"870",4780,-22.53,100,2500,150,-10.9021084159269,-0.372807605716785,1.65911376174573,5.191505469624,8558
"871",4780,-22.53,100,3000,150,-11.0880686452332,-0.427936093347903,1.58778029608152,5.191505469624,8558
"872",4780,-22.53,100,3500,150,-11.4975777917634,-0.54872386593241,1.44173256364747,5.191505469624,8558
"873",4780,-22.53,100,4000,150,-11.72439094494,-0.615222807544114,1.366966752996,5.191505469624,8558
"874",5780,-22.7,100,3000,150,-11.0039027630846,-0.345267639793589,1.69689594844401,4.63559364484131,8558
"875",5780,-22.7,100,3500,150,-11.2037082135588,-0.404740318277863,1.6181984392364,4.63559364484131,8558
"876",5780,-22.7,100,4000,150,-11.4175264308526,-0.468065268005802,1.53829190162621,4.63559364484131,8558
"877",5780,-22.7,100,4500,150,-11.6465947317967,-0.53570564835359,1.45715674117037,4.63559364484131,8558
"878",5780,-22.7,95,3000,500,-11.1425853374207,-0.340554826873229,1.70346711025007,6.39410642530229,8558
"879",5780,-22.7,95,3500,500,-11.3448979719331,-0.400766955134246,1.6234841566477,6.39410642530229,8558
"880",5780,-22.7,95,4000,500,-11.5611917044832,-0.464913461595051,1.54227811422112,6.39410642530229,8558
"881",5780,-22.7,95,4500,500,-11.793285575509,-0.53347083362465,1.4598314717384,6.39410642530229,8558
"882",6780,-22.82,100,3500,100,-11.1880480372303,-0.387060571746867,1.64188883124187,6.11853312479599,8558
"883",6780,-22.82,100,4000,100,-11.4135212735079,-0.454034717586649,1.55614750527126,6.11853312479599,8558
"884",6780,-22.82,100,4500,100,-11.4135212735079,-0.454034717586649,1.55614750527126,6.11853312479599,8558
"885",6780,-22.82,100,6000,100,-11.9177401262468,-0.602820493408096,1.38085163993794,6.11853312479599,8558
"886",6780,-22.82,100,3500,150,-11.2738812744703,-0.38442247747994,1.64546191005259,4.21263394952929,8558
"887",6780,-22.82,100,4000,150,-11.2738812744703,-0.38442247747994,1.64546191005259,4.21263394952929,8558
"888",6780,-22.82,100,4500,150,-11.501239175305,-0.451939935933399,1.55883796637806,4.21263394952929,8558
"889",6780,-22.82,95,4000,450,-11.3986318394931,-0.380876788686257,1.65027998538536,6.39841524699527,8558
"890",6780,-22.82,95,4500,450,-11.628095085732,-0.449123528932893,1.5624654061639,6.39841524699527,8558
"891",6780,-22.82,95,4000,500,-11.4048309357727,-0.380698681999858,1.65052247829832,6.26211724055559,8558
"892",6780,-22.82,95,4500,500,-11.6344987705836,-0.448982221961103,1.56264770782472,6.26211724055559,8558
"893",7780,-22.91,100,4000,100,-11.2371616750321,-0.368809959910732,1.66681308283516,5.64445497931635,8558
"894",7780,-22.91,100,4500,100,-11.474791294103,-0.439534923615814,1.57490288917739,5.64445497931635,8558
"895",7780,-22.91,100,6000,100,-11.7308210411751,-0.515453058413717,1.48168613031871,5.64445497931635,8558
"896",7780,-22.91,95,4000,450,-11.4350234577345,-0.362975904757645,1.67488251621507,6.28382863439632,8558
"897",7780,-22.91,95,4500,450,-11.4350234577345,-0.362975904757645,1.67488251621507,6.28382863439632,8558
"898",7780,-22.91,95,6000,450,-11.9368517323449,-0.512157078964459,1.48574024645701,6.28382863439632,8558
"899",7780,-22.91,95,4000,500,-11.4410406593402,-0.362807701372425,1.67511590183388,6.1585843719722,8558
"900",7780,-22.91,95,4500,500,-11.4410406593402,-0.362807701372425,1.67511590183388,6.1585843719722,8558
"901",7780,-22.91,95,6000,500,-11.9429715732892,-0.51206239994861,1.48585695945407,6.1585843719722,8558
"902",780,-17.41,100,500,350,-5.52849391058952,-0.494976620035503,1.27840415723898,7.65924210326707,12496
"903",780,-17.41,100,500,400,-5.50350547941214,-0.493920195089426,1.27945962704314,6.79400706551192,12496
"904",780,-17.41,100,500,450,-5.48357698835444,-0.493096588646713,1.28028327621697,6.10454219840127,12496
"905",780,-17.41,100,500,500,-5.46760765991483,-0.492436386660189,1.28094401255552,5.5422474365284,12496
"906",1030,-18.9,100,500,300,-6.39653413792118,-0.359756044407522,1.42263480195443,7.49337815064354,12873
"907",1030,-18.9,100,500,350,-6.38044150136097,-0.35792179967753,1.4246983084481,6.52278250654464,12873
"908",1030,-18.9,100,500,400,-6.36802682140813,-0.356543148941735,1.42625153775559,5.7749949077509,12873
"909",1030,-18.9,100,500,450,-6.35821913259027,-0.355469537661968,1.42746243935383,5.18122049554299,12873
"910",1030,-18.9,100,500,500,-6.35053850778544,-0.354609415299856,1.42843340443555,4.69833435414153,12873
"911",1280,-19.8,100,500,250,-6.91876842843653,-0.272306155004509,1.52467233534132,7.77862989607456,12873
"912",1280,-19.8,100,500,300,-6.90790380781803,-0.269633253775048,1.52791161501357,6.60520234874049,12873
"913",1280,-19.8,100,500,350,-6.80482053532649,-0.242726064378695,1.56083014561628,5.73958064968337,12873
"914",1280,-19.8,100,500,400,-6.79863148791182,-0.241220561717603,1.56269820699797,5.07473580900197,12873
"915",1280,-19.8,100,500,450,-6.79405251964138,-0.240048333338017,1.5641544467425,4.54809124794155,12873
"916",1280,-19.8,100,500,500,-6.7902137617033,-0.23910988465714,1.56532134489314,4.12062158840589,12873
"917",1530,-20.41,100,500,250,-7.15446754804694,-0.183053252044485,1.63657462736057,7.01909409919496,12873
"918",1530,-20.41,100,500,300,-7.14990628382262,-0.180313912527263,1.64015095447855,5.95014248601251,12873
"919",1530,-20.41,100,500,350,-7.05185074577275,-0.15325523175802,1.67569675934569,5.16400197774165,12873
"920",1530,-20.41,100,500,400,-7.04974806231251,-0.151727454675066,1.67773880839616,4.5615796034166,12873
"921",1530,-20.41,100,500,450,-7.04753607322273,-0.15053819877664,1.67933026191232,4.08522481246365,12873
"922",1530,-20.41,100,500,500,-7.0458959898253,-0.149586136948821,1.68060548733652,3.69911958056208,12873
"923",1780,-20.85,100,1000,200,-8.51563202550598,-0.431855484411048,1.34336769150068,7.84979346434337,12873
"924",1780,-20.85,100,1000,250,-8.5214216176821,-0.429768241874684,1.34559858223507,6.42667955261846,12873
"925",1780,-20.85,100,1000,300,-8.52556674600113,-0.428371944960149,1.34709355525482,5.44066200869006,12873
"926",1780,-20.85,100,1000,350,-8.52853674582477,-0.427372371738288,1.34816503645746,4.71723069461327,12873
"927",1780,-20.85,100,1000,400,-8.53085173778156,-0.426621292266449,1.3489708484025,4.1638395668778,12873
"928",1780,-20.85,100,1000,450,-8.39139545782386,-0.389153471396675,1.38979443697157,3.72685201354708,12873
"929",1780,-20.85,100,1000,500,-8.39310534731641,-0.388627792191065,1.39037681197659,3.37304044799716,12873
"930",2280,-21.43,100,1000,200,-8.64810024432039,-0.319472521688069,1.46920249181608,6.80493179764312,12873
"931",2280,-21.43,100,1000,250,-8.65834158889511,-0.317098317831332,1.47200147281398,5.55547426871066,12873
"932",2280,-21.43,100,1000,300,-8.52410380733026,-0.278306841775433,1.51816190883985,4.69403135623629,12873
"933",2280,-21.43,100,1000,350,-8.52893009401778,-0.277076609721205,1.51966126864975,4.06418688834822,12873
"934",2280,-21.43,100,1000,400,-8.53287037858874,-0.27615267132941,1.52078844657357,3.58362434371533,12873
"935",2280,-21.43,95,1000,450,-8.53566289704932,-0.275433192947427,1.52166685717232,8.04467451089783,12873
"936",2280,-21.43,100,1000,450,-8.53566289704732,-0.275433192968522,1.52166685715327,3.20490016229757,12873
"937",2280,-21.43,95,1000,500,-8.53845398809872,-0.274857377246196,1.52237028703952,7.75382907475007,12873
"938",2780,-21.81,100,1000,150,-8.57722932107796,-0.210484775331365,1.60273937756187,7.84540312301774,12873
"939",2780,-21.81,100,1000,200,-8.59485063187404,-0.206241518662997,1.60822665748315,6.06083061729411,12873
"940",2780,-21.81,100,1000,250,-8.60693535944779,-0.203685981878587,1.6115416583425,4.93814863891723,12873
"941",2780,-21.81,100,1000,300,-8.61506447837868,-0.201978134795722,1.61376135431944,4.16680226978561,12873
"942",2780,-21.81,100,1000,350,-8.62104481744186,-0.20075661793606,1.61535108170774,3.60420831788053,12873
"943",2780,-21.81,95,1000,400,-8.62544447718361,-0.199839160631488,1.61654625911788,8.01682981515023,12873
"944",2780,-21.81,100,1000,400,-8.6254444772359,-0.199839160525572,1.61654625925287,3.1757336230664,12873
"945",2780,-21.81,95,1000,450,-8.62906020890475,-0.19912499492436,1.61747729970131,7.69648626240127,12873
"946",2780,-21.81,95,1000,500,-8.63229028503953,-0.198553449346939,1.61822284268931,7.4378143261453,12873
"947",3280,-22.07,100,1000,150,-8.56339272061135,-0.13609713849827,1.70116849320743,7.13328203265878,12873
"948",3280,-22.07,100,1000,200,-8.58255030760569,-0.131888224418564,1.7069667300083,5.49713346817949,12873
"949",3280,-22.07,100,1000,250,-8.59491016906455,-0.129354135436355,1.71046835135496,4.47199261979754,12873
"950",3280,-22.07,100,1000,300,-8.60364013187775,-0.127661354451081,1.71281190984234,3.76950467020747,12873
"951",3280,-22.07,95,1000,350,-8.60993647374642,-0.126450379219545,1.71449064336368,8.09515537808587,12873
"952",3280,-22.07,100,1000,350,-8.60993647376929,-0.126450379201226,1.71449064339052,3.25807247576206,12873
"953",3280,-22.07,95,1000,400,-8.61519004594646,-0.125541181173361,1.71575223894312,7.72562314974587,12873
"954",3280,-22.07,95,1000,450,-8.61905462764034,-0.124833549751902,1.71673486104032,7.43511061006366,12873
"955",3280,-22.07,95,1000,500,-8.62196214951372,-0.124266997544198,1.71752202604415,7.2007214040149,12873
"956",1030,-18.9,100,500,200,-6.54615242847389,-0.390689444204173,1.38822357715739,10.6693334310222,13461
"957",1030,-18.9,100,500,250,-6.4188565179929,-0.362316969112819,1.41975951803872,8.8036541615059,13461
"958",1030,-18.9,100,500,300,-6.39653413792118,-0.359756044407522,1.42263480195443,7.49337815064354,13461
"959",1030,-18.9,100,500,350,-6.38044150136097,-0.35792179967753,1.4246983084481,6.52278250654464,13461
"960",1030,-18.9,95,500,400,-6.36802682135096,-0.356543148986033,1.42625153769289,10.4862841353651,13461
"961",1030,-18.9,100,500,400,-6.36802682140813,-0.356543148941735,1.42625153775559,5.7749949077509,13461
"962",1030,-18.9,95,500,450,-6.35821913249923,-0.355469537777764,1.4274624392124,9.92219862305335,13461
"963",1030,-18.9,100,500,450,-6.35821913259027,-0.355469537661968,1.42746243935383,5.18122049554299,13461
"964",1030,-18.9,95,500,500,-6.3505385077488,-0.354609415315066,1.42843340442129,9.46345693477355,13461
"965",1280,-19.8,100,500,200,-6.93506062091442,-0.276302462685618,1.51984349172609,9.45926082562874,13461
"966",1280,-19.8,100,500,250,-6.91876842843653,-0.272306155004509,1.52467233534132,7.77862989607456,13461
"967",1280,-19.8,100,500,300,-6.90790380781803,-0.269633253775048,1.52791161501357,6.60520234874049,13461
"968",1280,-19.8,95,500,350,-6.8048205353376,-0.242726064373366,1.56083014563049,10.452723575977,13461
"969",1280,-19.8,100,500,350,-6.80482053532649,-0.242726064378695,1.56083014561628,5.73958064968337,13461
"970",1280,-19.8,95,500,400,-6.79863148800064,-0.241220561592592,1.56269820713414,9.82112206864673,13461
"971",1280,-19.8,100,500,400,-6.79863148791182,-0.241220561717603,1.56269820699797,5.07473580900197,13461
"972",1280,-19.8,95,500,450,-6.79405251963516,-0.24004833335356,1.56415444672055,9.32081059923385,13461
"973",1280,-19.8,95,500,500,-6.7902137617134,-0.239109884694888,1.56532134484351,8.91471512311861,13461
"974",1530,-20.41,100,500,200,-7.16175800404917,-0.187151455530721,1.63124018096286,8.55673189068931,13461
"975",1530,-20.41,100,500,250,-7.15446754804694,-0.183053252044485,1.63657462736057,7.01909409919496,13461
"976",1530,-20.41,95,500,300,-7.14990628387824,-0.180313912438335,1.64015095458623,10.6523773129515,13461
"977",1530,-20.41,100,500,300,-7.14990628382262,-0.180313912527263,1.64015095447855,5.95014248601251,13461
"978",1530,-20.41,95,500,350,-7.05185074577797,-0.153255231822191,1.67569675927714,9.90554158300643,13461
"979",1530,-20.41,100,500,350,-7.05185074577275,-0.15325523175802,1.67569675934569,5.16400197774165,13461
"980",1530,-20.41,95,500,400,-7.0497480623104,-0.151727454705597,1.67773880835307,9.33323860582349,13461
"981",1530,-20.41,95,500,450,-7.04753607325848,-0.15053819869415,1.67933026201097,8.88070019335338,13461
"982",1530,-20.41,95,500,500,-7.04589598987004,-0.149586136846014,1.68060548746255,8.51389911997606,13461
"983",1780,-20.85,100,500,150,-7.35096211937958,-0.131672045815434,1.70479796722159,10.0828038567542,13461
"984",1780,-20.85,100,500,200,-7.25242935526171,-0.0996795036718456,1.74862436364752,7.84979346434337,13461
"985",1780,-20.85,100,500,250,-7.25058004191692,-0.0955280527674685,1.75443291274118,6.42667955261846,13461
"986",1780,-20.85,95,500,300,-7.24984558086128,-0.0927544114794898,1.75832532889374,10.168962269329,13461
"987",1780,-20.85,100,500,300,-7.24984558087804,-0.0927544114862622,1.75832532888256,5.44066200869006,13461
"988",1780,-20.85,95,500,350,-7.24926579119278,-0.0907702023805745,1.76111562484767,9.48170539593153,13461
"989",1780,-20.85,95,500,400,-7.24901591474836,-0.0892798514556814,1.76321459144939,8.95598602258775,13461
"990",1780,-20.85,95,500,450,-7.24906831697547,-0.0881205520650852,1.76484918084758,8.54084958186736,13461
"991",1780,-20.85,95,500,500,-7.24923243130382,-0.0871923086228632,1.76615917071353,8.20472999883702,13461
"992",530,-14.53,100,180,450,-1.69399380731239,-0.206057828179396,1.60686795684583,7.63360485839613,15390
"993",530,-14.53,100,180,500,-1.65069853703137,-0.204195589551537,1.6092217648309,6.94469594719687,15390
"994",780,-17.41,100,180,350,-3.72181445969533,-0.0278262946100671,1.84933450980932,7.65924210326707,15390
"995",780,-17.41,100,180,400,-3.69028621320833,-0.0249471339697216,1.85354531523883,6.79400706551192,15390
"996",780,-17.41,100,180,450,-3.66515965438552,-0.0227057415025378,1.8568303595451,6.10454219840127,15390
"997",780,-17.41,100,180,500,-3.59369072163618,-0.00743144519643746,1.87934749261783,5.5422474365284,15390
"998",780,-17.41,100,500,350,-5.52849391058952,-0.494976620035503,1.27840415723898,7.65924210326707,24990
"999",780,-17.41,100,500,400,-5.50350547941214,-0.493920195089426,1.27945962704314,6.79400706551192,24990
"1000",780,-17.41,100,500,450,-5.48357698835444,-0.493096588646713,1.28028327621697,6.10454219840127,24990
"1001",1280,-19.8,100,500,250,-7.86939601722048,-0.268179864129636,1.79795739404038,7.07572251181975,7926
"1002",1280,-19.8,100,500,300,-7.88407264174573,-0.265726888032614,1.80145743431054,5.99721765377171,7926
"1003",1530,-20.41,100,1000,200,-9.24393541329327,-0.507568198217179,1.48863897045905,7.79278844126656,7926
"1004",1530,-20.41,100,1000,250,-9.27647040282786,-0.506006793085656,1.49048310824142,6.3767016661917,7926
"1005",1530,-20.41,100,1000,300,-9.29920810352192,-0.504961970181017,1.49171879994298,5.39639545713665,7926
"1006",1530,-20.41,100,1000,350,-9.20477993063917,-0.471859821370213,1.53127664986391,4.67759107197834,7926
"1007",1780,-20.85,100,1000,200,-9.39551542708927,-0.42509171506544,1.58906498896306,7.14059004647932,7926
"1008",1780,-20.85,100,1000,250,-9.4292599432928,-0.423137599540269,1.59154122439714,5.83261002943849,7926
"1009",1780,-20.85,100,1000,300,-9.45298004754969,-0.421830790723332,1.59319978012116,4.92991926475618,7926
"1010",1780,-20.85,95,1000,500,-9.50274495007664,-0.419208558937734,1.5965340603881,7.8943628810602,7926
"1011",2280,-21.43,100,1000,200,-9.51600791383811,-0.288411070320183,1.77097432626968,6.17941507114413,7926
"1012",2280,-21.43,100,1500,200,-10.2540745526495,-0.505462671471446,1.49137270450216,6.17941507114413,7926
"1013",2280,-21.43,100,1000,250,-9.55021263362377,-0.286085312318551,1.77427608100611,5.03445103630895,7926
"1014",2280,-21.43,100,1500,250,-10.2920665155473,-0.504294297892005,1.49276718656488,5.03445103630895,7926
"1015",2280,-21.43,95,1000,450,-9.6147209191525,-0.281935586167514,1.78018448116522,7.74859098728168,7926
"1016",2280,-21.43,95,1500,450,-10.2237426288809,-0.461392519282677,1.54444905214175,7.74859098728168,7926
"1017",2280,-21.43,95,1000,500,-9.623124036512,-0.281415525450801,1.78092650915836,7.48480216391166,7926
"1018",2280,-21.43,95,1500,500,-10.2328305027404,-0.461078922865843,1.54483715443483,7.48480216391166,7926
